manufacturer;name;category;product_url;price;image_url;description;sku;currency;stock;ProductWeight;identifier;net_price
"INTERMAG AgroExpert";"FE 13 7% VASKELÁT 1KG";"Műtrágyák > Vízoldható";https://www.online-gazda.hu/fe-13-7-vaskelat-1kg_p1565;2580;https://www.online-gazda.hu/img/products//medium/FE_13_7_VASKELAT_1KG.JPG;"&nbsp; &nbsp; Vaskelát &nbsp;Fe-13 Vízben oldódó műtrágya mely 130g/kg EDTA kelátolt vasat tartalmaz. Felhasználása: lombtrágyaként, tápoldatként,talajtrágyaként. Mezőgazdasági növények,golfpályák,gyep esetében lombtrágyaként 0,5-1kg/Ha Gyümölcsfák: lombtrágyaként 0,5-1kg/Ha, tápoldatként,talajtrágyaként 5-10kg/Ha Szőlő: lombtrágyaként 0,5-1kg/Ha, tápoldatként 4-8kg/Ha, talajtrágyaként 10-20kg/Ha Zöldségek,szamóca,áfonya,dísznövények: lombtrágyaként 0,2-1kg/Ha, tápoldatként 4-8kg/Ha, talajtrágyaként 3-10kg/Ha";2389;HUF;0.00;"1.200 kg";1565;2031
Kwizda;"Lombtrágya, AZOSPEED AMINO, kwizda, 10 L. kiszerelés.";"Műtrágyák > Lombtrágya";https://www.online-gazda.hu/lombtragya-azospeed-amino-kwizda-10-l-kiszereles_p1566;11250;https://www.online-gazda.hu/img/products//medium/Lombtragya_AZOSPEED_AMINO_kwizda_10_L_kiszereles.JPG;"Azonnali és hosszan tartó nitrogén ellátás biostimulátor hatással!  Az intenzív növekedés időszakában a megfelelő nitrogén ellátás alapvető fontosságú. Ebben az időszakban szilárd nitrogén fejtrágyák hasznosulása bizonytalan.  A leghatékonyabb és leggyorsabb megoldás az Azospeed folyékony fejtrágya használata, mely a tartós és gyors hatású nitrogén mellett, ként és magnéziumot is tartalmaz. Biuret mentes, így bármely fenológiai időszakban korlátozás nélkül felhasználható!  Aminosav tartalma javítja a fehérje szintézis hatékonyságát, illetve abiotikus stressz ellen is kiváló! Összetétel: N 300 M%M MgO: 33 M%M SO3: 67 M%M Aminósav 65g/l  A szilárd nitrogén fejtrágyázás kiegészítésére, helyettesítésére. Kiegészítés esetén 10 l/ha adag javasolt, még önállóan alkalmazva 20 l/ha adagban juttassuk ki. Adjuvásként 3–5 l/ha adagban alkalmazzuk.";2390;HUF;0.00;"13.44 kg";1566;8858
Biolchim;"Biostimulátor, NOVA NITROGÉN OLDAT, Biochim, 1 L. kiszerelés.";Biostimulátorok;https://www.online-gazda.hu/biostimulator-nova-nitrogen-oldat-biochim-1-l-kiszereles_p1567;3780;https://www.online-gazda.hu/img/products//medium/Biostimulator_NOVA_NITROGEN_OLDAT_Biochim_1_L_kiszereles.jpg;"&nbsp; &nbsp;Nova Szerves nitrogén tartalmú növekedésserkentő és talajkondicionáló műtrágyaoldat. Előnyök: Nagyobb aktív gyökértömeg, ezáltal hatékonyabb tápanyag hasznosítás &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Humusz segély a gyökereknek Magas szervesanyag tartalmú talajkondicionáló Fokozott gyökéraktivitás, hatékonyabb tápanyagfelvétel Egyöntetűbb termések, magasabb össztermés Kompaktabb növényállomány,rövidebb ízközök Javuló talajszerkezet, talaj mikrobiológiai aktivitásának növelése Speciális hatóanyag az aminosavak, poliszacharidok, szerves savak, növényi kivonatok  ÖSSZETÉTELE /g/L  Összes nitrogén (N) &nbsp;1% / 11,8 Szerves nitrogén (N) 1% / 11,8 Szervesanyag tartalom 23% / 271,4  Felhasználása öntözéssel Gyümölcs,szőlő,szabadföldi zöldségfélék,levélzöldségfélék esetében 15-20L/ha dózisban Hajtatásban és szamócánál 1,5-2L/1000m2 dózisban Vágott virág esetében 1,5-2L/1000m2 dózisban Cserepes dísznövény esetében 2-3L/1m3 víz&nbsp;";2422;HUF;0.00;"1.240 kg";1567;2976
"Yara Hungária";"CROPCARE YARA-MILA 11-11-21 25KG";"Műtrágyák > Granulált";https://www.online-gazda.hu/cropcare-yara-mila-11-11-21-25kg_p1568;6900;https://www.online-gazda.hu/img/products//medium/CROPCARE_YARA_MILA_11_11_21_25KG_5e4e5766ce0df.jpg;"Kiváló fejtrágya alaptrágya, egész évben felhasználható, gyorsan hat. Az összetételt tekintve a kiegyensúlyozott műtrágyák közé sorolható, a legtöbb zöldségnövény, fűszernövény bogyós gyümölcs, csemege szőlő kiváló alap, fej és feltöltő műtrágyája. Kiemelten fontos, hogy a magas kálium összetétele nem tartalmaz klórt, ezért bármely klór érzékeny kultúrában bátran használható. Vízoldódása igen jó, ezért &nbsp;a felületre szórva is hasznosul megfelelő mennyiségű öntöző víz, &nbsp;vagy eső hatására. Granulátum és kerek formája miatt könnyen és pontosan adagolható. A nedvességtartalom függvényében 1-1,5 hónaptól 4-5 hónap alatt 90% felett feltáródik, ezért megfelelő öntözés vagy csapadék mellett kiváló fejtrágyázásra is. Megosztott kezeléssel folyamatos, irányított ellátást valósíthatunk meg a YaraMila Cropcare technológiával. A megosztott kezeléssel a műtrágyázás hatékonysága, okszerűsége lényegesen javítható, optimalizálható.&nbsp; Kiváló és gazdaságos gyep pázsit fenntartó ápoló műtrágya, egyenletesen kell kiszórni, évi 2-3 alkalommal 4-5 dkg/1m2 dózisban&nbsp;  Felhasználható 2-5 dkg/ m2 talajba bedolgozva, ültetés vetés előtt, vagy öntözés előtt a felszínre kiszórva, minden zöldség gyümölcs vagy dísznövény és pázsit gyep kultúrában használható  A YaraMila™ Cropcare klórmentes, mikroelemes,melegen granulált komplex műtrágyacsalád. Használatukat mindenkorra, érzékeny, igényes kultúrában javasoljuk. YaraMila™ Cropcare 11-11-21 Elsősorban a csepegtetve tápoldatozott kultúrák minőségi alaptrágyái hajtatásban és szabadföldön. Kiemelten a palántázott, tenyészidőszakban tápoldatozott zöldségfélék, intenzív gyümölcsök és dísznövények, örökzöldek és pázsitok. Palántanevelő és balkonláda földkeverékeibe. A YaraMila™ Cropcare műtrágyák használatának előnyei: - Klórmentesek, így a leginkább klórérzékeny kertészeti kultúrákban is eredményesen használhatók. - &nbsp;Magas hatóanyag tartalmúak, mikroelemesek,harmonikus ellátásra alkalmasak. - &nbsp;Egy menettel a legegyenletesebb kijuttatást teszik lehetővé. - &nbsp;Eltérő összetétellel irányított pótlásra alkalmasak a növény igénye és a talajellátottsága alapján is. - &nbsp;Nagy hatékonyságúak, gyorsan megkezdődő oldódásuk miatt fejtrágyakéntis kiválóak. - &nbsp;Folyamatos és irányított tápanyagellátást biztosíthatunk YaraMila™Cropcare technológiával. - &nbsp;Javítják a növény kondícióját, ellenállóképességét, a virágképződést, kötődést, termés minőséget. A YaraMila™ Cropcare műtrágyacsalád jellemző tulajdonságai: A kertészeti növények többségeklórérzékeny, vagyis klór tartalmúműtrágya kijutattása, ezeknél a növényeknél jelentős mennyiségi és minőségi veszteséget okoz. A YaraMila™ Cropcare műtrágyák klórmentes, magas mikroelem tartalmú, speciális termékek. A komplett tápanyagellátással a növény életfolyamataihoz szükséges makro és mikroelemek egyaránt rendelkezésre állnak. A kertészeti növények, különösen a hibridek klórérzékenysége meghatározó, ezért nem mindegy, milyen típusú műtrágyát választunk az intenzív tápanyagellátáshoz. ​- Erősen klórérzékeny növények: uborka, dinnye, hagyma, paprika, cékla, piros ribizli, cseresznye, köszméte, szamóca, gerbera, krizantém . - Kissé klórérzékeny növények: burgonya, paradicsom, káposztafélék, fejes saláta, alma, meggy, szőlő, szilva, őszibarack, fekete ribiszke, rózsa, szegfű.+ bogyós gyümölcsösben.";2447;HUF;0.00;"25.30 kg";1568;5433
"ZFW Hortiservice Kft.";"Biostimulátor, TRAINER, Italpollina / ZFW Hortiservice kft 5 L. kiszerelés.";Biostimulátorok;https://www.online-gazda.hu/biostimulator-trainer-italpollina-zfw-hortiservice-kft-5-l-kiszereles_p1569;15200;https://www.online-gazda.hu/img/products//medium/Biostimulator_TRAINER_Italpollina_ZFW_Hortiservice_kft_5_L_kiszereles.jpg;" A TRAINER aminosav- és glükózsavbázisú szerves lombtrágya, melyet 100% növényi enzimatikus hidrolízissel (sörgyártási technológia) állítanak elő. A szerves nitrogén és aminosav kombinációjának köszönhetően kezelés hatására a növény látványos és lendületes fejlődésnek indul. Az aminosav azonnal felszívódik a lombon keresztül, és a növényi szervekben néhány órán belül kifejti hatását. A szerves nitrogén és aminosav hatására a növény természetes ellenálló képessége jelentősen növekszik. Ezen alapul a TRAINER adjuvánsként történő alkalmazása, hiszen bármilyen hozzáadott szert (pl. gombaölő szer) könnyen bejuttat a növényi szövetekbe. Abiotikus stresszhelyzetre (alacsony és magas hőmérsékletek, jégverés, fagy stb.) a növény regenerálódása gyorsabb és eredményesebb. A kezeléseket minden esetben az esti vagy a hajnali órákban kell elvégezni. A TRAINER a leggyakrabban használt növényvédő szerekkel, műtrágyákkal keverhető, kivétel az olaj vagy olajbázisú rovarölő, gombaölő szerek, dodin-hatóanyagú termékek.   ADAGOLÁS: (lombtrágyaként): 250-400 ml/100 l víz (3-4 alkalommal ismételve a növény vegetatív időszakában, 10-12 napos ciklusban ismételni)  ÖSSZETÉTEL: Szerves nitrogén 5% Növényi eredetű aminosav 31% pH 4.4   &nbsp;";3424;HUF;0.00;"5.80 kg";1569;11969
"Nitrogénművek Zrt.";"PÉTISÓ 27% 10KG";"Műtrágyák > Granulált";https://www.online-gazda.hu/petiso-27-10kg_p1570;1850;https://www.online-gazda.hu/img/products//medium/PETISO_27_10KG.JPG;"A Pétisó nitrogénjében &nbsp;azonos arányban van jelen a lassabban ható ammónium-nitrogén, &nbsp;és a gyors &nbsp;hatást biztosító nitrát-nitrogén, ezért alap- &nbsp;és fejtrágyaként minden &nbsp;talajtípusra és növényi kultúrára &nbsp;egyaránt alkalmazható. Pétisó előnyei (az ammóniumnitráthoz képest) Növeli &nbsp;a termés mennyiségét, javítja minőségét Javítja &nbsp;a növény kondicióját, stressztűrő képességétNem &nbsp;savanyító hatású, növeli a talaj pH értékét, termelékenységét A &nbsp;tápanyag nitrogén-hasznosulásának növelés  &nbsp;  EK-műtrágya-előírások szerint&nbsp;&nbsp; &nbsp;27 % nitrogén (N); 5 % kalcium (Ca), kalciumoxidban kifejezve&nbsp;&nbsp; &nbsp;7 % CaO, 3 % magnézium (Mg), oxidban kifejezve&nbsp;&nbsp; &nbsp;5 % MgO &nbsp;";4274;HUF;0.00;"10.300 kg";1570;1457
"P&R Kereskedelmi Kft. ";"Rashel zsák 33cm*47cm zsák zöld szájbekötős 100db";"Csomagolóanyagok > Csomagolóanyag";https://www.online-gazda.hu/rashel-zsak-33cm-47cm-zsak-zold-szajbekotos-100db_p1571;2500;https://www.online-gazda.hu/img/products//medium/no_image.jpg;"A termék 100 darabos kiszerelésben kapható";4248;HUF;0.00;"1.000 kg";1571;1969
Kwizda;"VOLLDÜNGER GRAN 5KG";"Műtrágyák > Granulált";https://www.online-gazda.hu/volldunger-gran-5kg_p1572;2660;https://www.online-gazda.hu/img/products//medium/VOLLDUNGER_GRAN_5KG.JPG;"Klórérzékeny kertészeti kultúrák és kén igényes szántóföldi növények alaptrágyája. Igen jó N-K aránnyal rendelkezik, nagy káliumigényű kultúrák ideális alaptrágyája. A makroelemeken kívül számos mikroelemet is tartalmaz.&nbsp;  Összetétele: 6-11-24";4272;HUF;0.00;"5.30 kg";1572;2094
Plymag;"ROMBI KS 5KG";"Műtrágyák > Lombtrágya";https://www.online-gazda.hu/rombi-ks-5kg_p1573;10850;https://www.online-gazda.hu/img/products//medium/ROMBI_KS_5KG.jpg;"&nbsp; &nbsp; Rombi KS Magas káliumtartalmú, a növények számára lombon és gyökéren keresztül is felvehető műtrágya. Adagolás:&nbsp; Tápoldatként: Gyümölcsfák: 50-100g/növény Intenzív kertészeti kultúrák: 7-15kg/Ha Lombtrágyaként: Gyümölcsfák: 250g/100L víz Zöldségfélék: 250g/100L víz Szőlő: 1,5-2kg/100L víz";4273;HUF;0.00;"5.00 kg";1573;8543
"Epoca S.p.A.";"PERMETEZŐ EPOCA 7L DB";"Kerti permetezők, szivattyúk, fűnyírók.. > Permetező";https://www.online-gazda.hu/permetezo-epoca-7l-db_p1574;7250;https://www.online-gazda.hu/img/products//medium/PERMETEZO_EPOCA_7L_DB.JPG;"kézi permetező - 7 literes tartály - tömeg: 1,4 kg";4278;HUF;0.00;"1.40 kg";1574;5709
Biolchim;"Lombtrágya, BOROMIN GÉL, Biolchim, 1 L. kiszerelés.";"Műtrágyák > Lombtrágya";https://www.online-gazda.hu/lombtragya-boromin-gel-biolchim-1-l-kiszereles_p1575;3100;https://www.online-gazda.hu/img/products//medium/Lombtragya_BOROMIN_GEL_Biolchim_1_L_kiszereles.jpg;"EK Műtrágya Bór Etanol-amin&nbsp; Bór (B) vízoldható 11% &nbsp; 151,8 g/l&nbsp;  Biogazdálkodásban engedélyezett Erőteljesebb virágzás, jobb megtermékenyülés Fokozza a termés cukor tartalmát Javítja a tárolhatóságot&nbsp;";4286;HUF;0.00;"1.52 kg";1575;2441
"Hexol ";"LÁNCKENŐ OLAJ HEXOL 1L";"Motorolaj > Kenőanyagok";https://www.online-gazda.hu/lanckeno-olaj-hexol-1l_p1577;1025;https://www.online-gazda.hu/img/products//medium/LANCKENO_OLAJ_HEXOL_1L.jpg;"Magas finomítási fokú ásványolajból készülő kopáscsökkentő, oxidáció- és korróziógátló adalékot tartalmazó korszerű lánckenőolaj. Előnyös folyási tulajdonsága egész évben lehetővé teszi a szabadban történő fakitermelést. A tapadásjavító adalékok biztosítják a gazdaságos kenőanyag felhasználás.";4358;HUF;0.00;"1.200 kg";1577;807
Kwizda;"ROUTE 5/1";"Műtrágyák > Lombtrágya";https://www.online-gazda.hu/route-5-1_p1578;35000;https://www.online-gazda.hu/img/products//medium/ROUTE_5KG.jpg;"Gyökeresedést elősegítő lombtrágya szántóföldi felhasználásra. Cink-ammónium-acetát tartalmú, igen gyorsan és látványosan ható lombtrágya, amely talajon keresztül is hasznosul. Így a korai fenológiai fázisokban is gazdaságosan használható, amikor még csekély a levélfelület, de a gyökeresedés elősegítése kulcsfontosságú.  Repce: 2–6 leveles korban 0,8 l/ha  Őszi és tavaszi kalászosok: 2 nóduszos állapotig 0,8 l/ha, gyomirtással és CCC-vel (Kwizda Cycocel) egy menetben 0,6 l/ha. Hüvelyesek: 2–6 leveles korban 0,8 l/ha Csemege- és árukukorica: 2–6 leveles korban 1,2 l/ha Burgonya: az intenzív gumóképződés idején 0,8–1,0 l/ha. Gyep: 2 leveles kortól 0,8 l/ha  A Route® nem keverhető foszfortartalmú műtrágyákkal, ugyanis a foszforral oldhatatlan csapadékot képez!";4031;HUF;0.00;"6.47 kg";1578;27559
Yato;"FŰRÉSZ 610 YATO DB";"Szerszám > Ágvágó, fűrész";https://www.online-gazda.hu/furesz-610-yato-db_p1579;2500;https://www.online-gazda.hu/img/products//medium/FURESZ_610_YATO_DB.JPG;"FŰRÉSZ 610 YATO";4061;HUF;0.00;"1.200 kg";1579;1969
"Armeti Kft.";"KERÉKPÁR PUMPA DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/kerekpar-pumpa-db_p1580;1500;https://www.online-gazda.hu/img/products//medium/KEREKPAR_PUMPA_DB.png;;4118;HUF;0.00;"1.000 kg";1580;1181
"Pannon gép és készülékgyártó kft";"VETŐGÉP KANALAS SORKEREKES DB";"Kerti permetezők, szivattyúk, fűnyírók.. > Vetőgép";https://www.online-gazda.hu/vetogep-kanalas-sorkerekes-db_p1581;64000;https://www.online-gazda.hu/img/products//medium/VETOGEP_KANALAS_SORKEREKES_DB.jpg;"KANALAS SZEMENKÉNTI VETŐGÉP A kanalas vetőgéppel a máktól a kukoricáig lényegében minden magfajta vethető szemenként. Esetünkben a vetőmagok kiemelését és adagolását azok nagyságának és alakjának megfelelő kanalak végzik. A kanalakat kell cserélni a vetendő magfajtának megfelelően. Használati leírás A tőtávolságot a kanáltárcsába helyezett kanalak száma határozza meg. A kanalak a maglevezető tölcsér fölött mindig ugyanazon a helyen, a saját tengelyük körül elfordulva ürítik ki a vetőmagot. A kanáltárcsába maximum 24 db kanál helyezhető. A meghajtó kerék kerülete 80 cm. Ezek alapján tehát egy fordulaton, azaz 80 cm-es vetési hosszon a tárcsába helyezett kanalak számától függően 24, 12, 8, 6, 4, 3, 2 és 1 osztást érhetünk el ( példa: amennyiben 24 db kanalat használunk, a tőtávolság 3,3-3,5 cm lesz (80:24) …. és így tovább ).&nbsp; A kanalak nagysága megválasztható úgy is, hogy egyszerre több magot is adagoljanak. A kanalakat a maglevezető tölcsér felett 45 fokos szögben, tehát ürítési helyzetbe hozva helyezzük a kanáltárcsa furataiba. Ezután addig toljuk befelé, amíg a kanálszár végén levő rögzítő bütyök be nem pattan a kanáltartó rész mélyedésébe. Eltávolításuk esetén egyszerűen ki kell húzni őket. A vetés minősége szempontjából fontos a tartályadagoló részében lévő magszint beállítása. A vetőmagok a tartályból az adagolórészbe történő folyamatos után ömlését egy, a két részt elválasztó szabályzólemezzel (síberrel) úgy állítjuk be, hogy az adagolórészben a magszint egy biztonságos adagolást tegyen lehetővé, de ne növekedjen olyan magasra, hogy a kanálszárak is belökhessék a magokat a levezetőtölcsérbe. A vetési mélységet a csoroszlyával 0-7 cm között, fokozat nélkül állíthatjuk be. A magárkot egy tartólemez húzza be, amire szükség esetén súlyt erősíthetünk. A vetőgéphez 11 különböző kanáltípus tartozik. Ebből 8 garnitúrához 24 db, 3-hoz pedig 12 db kanál tartozik. Ha 24-nél kevesebb kanalat használunk, akkor az üresen hagyott kanálhelyekre a kanál nélküli szárakat kell behelyezni, hogy a furatok eltömődését elkerüljük.  -&nbsp;&nbsp; &nbsp;A forgórészek kenését szükség szerint néhány csepp olajjal biztosítjuk. Az olajozó fedelét mindig lezárva kell tartani. -&nbsp;&nbsp; &nbsp;A tengely oldalirányú elállítását kerüljük, mert ez az állítótárcsa és a forgó kanáltartó tárcsa közötti rés keletkezéséhez vezethet, ami a szennyeződéseknek a fordítóbütyökhöz való bejutását eredményezheti.  Kanál darabszám&nbsp;&nbsp; &nbsp;Tőtávolság (cm)  Kanál darabszám&nbsp;&nbsp; &nbsp;Tőtávolság (cm) 1&nbsp;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;84 2&nbsp;&nbsp; &nbsp;(minden 12. helyre)&nbsp;&nbsp; &nbsp; &nbsp; &nbsp;42 3&nbsp;&nbsp; &nbsp;(minden 8. helyre)&nbsp;&nbsp; &nbsp; &nbsp; &nbsp;28 4&nbsp;&nbsp; &nbsp;(minden 6. helyre)&nbsp;&nbsp; &nbsp; &nbsp; &nbsp;21 6&nbsp;&nbsp; &nbsp;(minden 4. helyre)&nbsp;&nbsp; &nbsp; &nbsp; &nbsp;14 8&nbsp;&nbsp; &nbsp;(minden 3. helyre)&nbsp;&nbsp; &nbsp; &nbsp; &nbsp;10,5 12&nbsp;&nbsp; &nbsp;(minden 2. helyre)&nbsp;&nbsp; &nbsp; &nbsp; &nbsp; 7 24&nbsp;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 3,5";4179;HUF;0.00;"9.00 kg";1581;50394
"Bagi Kft.";"ÜVEGBALON 5L CSATOS DB";"Üvegáru > Üvegballon";https://www.online-gazda.hu/uvegbalon-5l-csatos-db_p1583;1500;https://www.online-gazda.hu/img/products//medium/UVEGBALON_5L_CSATOS_DB.JPG;;4137;HUF;0.00;"2.00 kg";1583;1181
"Nógrádi Vegyipari Zrt.";"PETRÓLEUM 1L";"Egyéb > Háztartási vegyiáru";https://www.online-gazda.hu/petroleum-1l_p1584;765;https://www.online-gazda.hu/img/products//medium/PETROLEUM_1_1.jpg;"Alkalmazási terület: Faszenes grillek begyújtására és világítási célokra szolgál.  Felhasználás: Petróleumlámpákba és főzőkbe azok használati utasításában foglaltak szerint alkalmazható. Tilos az égés elősegítése céljából más anyaggal, pl. benzinnel keverni. Összetétel:  Petróleum  Minőségi jellemzők: – KÜLSŐ: víztiszta, enyhén sárga folyadék – SŰRŰSÉG 20 Celsius fokon: 765-810 kg/m3 – FORRÁSPONT TARTOMÁNY: 82,4-180 Celsius fok Eltarthatóság:  A termék a minőségét korlátlan ideig megőrzi. A csomagolóanyag élettartama a raktározás körülményeitől függ.  EU szám: 918-481-9";4147;HUF;0.00;"1.40 kg";1584;602
"Luvena SA";"NPK LUBOFOS 5-10-21 50 kg";"Műtrágyák > Granulált";https://www.online-gazda.hu/npk-lubofos-5-10-21-50-kg_p1585;8100;https://www.online-gazda.hu/img/products//medium/NPK_LUBOFOS_5_10_21_50_kg.jpg;"Tulajdonsága, összetétele: A Lubofos Corn műtrágya melegen préselt szemcsézett műtrágya nyomelemekkel, amely kitűnő szóró tulajdonságokkal rendelkezik.  Tápanyagok (százalék m / m): 5,0% (N), ammónium nitrogén, 10,0% (P2O5) ásványi savakban oldható foszfor-pentoxid, 21,0% (K2O) kálium-oxid jól oldódik vízben, 20, 0% (SO3) kén-trioxid, 0,09% (B), bór, 0,24% (Zn), cink. A műtrágya számos nyomelemet, mint a réz 9 ppm és 22 ppm mangánt tartalmaz. Az összetevők a növények számára könnyen felvehetők.A műtrágya legnagyobb hatékonyságát akkor érhetjük el, ha a műtrágyát vetés előtt bedolgozzuk a talaj felső 10-15 cm-es rétegébe. Megfelelő vetőgéppel a kukoricamag vetésével egy időben is ki lehet szórni a műtrágyát.";4161;HUF;0.00;"50.30 kg";1585;6378
"Agro-Largo Kft";"LUCERNA SZARVASI AS3 5 KG";"Vetőmag > Takarmánynövény";https://www.online-gazda.hu/lucerna-szarvasi-as3-5-kg_p1586;14500;https://www.online-gazda.hu/img/products//medium/LUCERNA_SZARVASI_AS3_5_1.jpg;"Középvastag szárú, jó szár-levél arányú, levélzete középzöld színű. Magyar nemesítés, kiváló takarmányalapanyag Virágzata közép lila és lila árnyalatú, közepesnél erőteljesebb fejlődésű. Csigák 2-3 kanyarulatúak, 6-8 magot tartalmaznak. &nbsp; Ezer mag súlya: 2 – 2,2 g &nbsp; Gazdasági értéke: Kaszálás után gyorsan sarjadzik. Szántóföldi perzisztenciája kiváló. Öntözött, intenzív körülmények között 4 évig, extenzív körülmények között 5-6 évig termeszthető. Fagyállósága jó, szárazságtűrő. 35-40 napos kaszálási fordulókban ad legtöbb szárazanyagtermést. Fehérje termése a virágzás kezdetén, kék bimbós fejlettségben való betakarításkor a legtöbb.  Vetőmag norma: 20-25 kg/ha";4164;HUF;0.00;"5.50 kg";1586;11417
Valagro;"VALAGRO CU EDTA 5KG";"Műtrágyák > Lombtrágya";https://www.online-gazda.hu/valagro-cu-edta-5kg_p1587;24500;https://www.online-gazda.hu/img/products//medium/VALAGRO_CU_EDTA_5KG.jpg;"&nbsp; &nbsp;Valagro Cu EDTA Réz EDTA kelát formában, ideális rézhiány tünetek megelőzésére és kezelésére. Adagolás lombtrágyaként: Gyümölcsfélék: 80-100g/100L víz Zöldségfélék: 70-100g/100L víz Ipari növények: 1-1,5kg/Ha Öntözőműtrágyaként minden kultúrában 3-5kg/Ha Virágzáskor nem ajánlott a használata!&nbsp;";4165;HUF;0.00;"5.00 kg";1587;19291
"Huzalfeldolgozó és Szeggyár Kft";"HUZALSZEG 3,4mm*70mm  / KG";"Barkács eszközök > Egyéb barkács eszközök";https://www.online-gazda.hu/huzalszeg-3-4mm-70mm-kg_p1588;530;https://www.online-gazda.hu/img/products//medium/HUZALSZEG_3_4mm_70mm_KG.jpg;"A termék 5 Kg.-s kiszerelésben kapható. Az ár forint / kilónként értendő. &nbsp; &nbsp;";4166;HUF;0.00;"1.000 kg";1588;417
"Hexol ";"LÁNCKENŐ OLAJ HEXOL 5L";"Motorolaj > Kenőanyagok";https://www.online-gazda.hu/lanckeno-olaj-hexol-5l_p1589;4950;https://www.online-gazda.hu/img/products//medium/LANCKENO_OLAJ_HEXOL_5L.JPG;"Magas finomítási fokú ásványolajból készülő kopáscsökkentő, oxidáció- és korróziógátló adalékot tartalmazó korszerű lánckenőolaj. Előnyös folyási tulajdonsága egész évben lehetővé teszi a szabadban történő fakitermelést. A tapadásjavító adalékok biztosítják a gazdaságos kenőanyag felhasználás.";4167;HUF;0.00;"6.00 kg";1589;3898
"Agrokomplex Kft.";"HÓLAPÁT 38CM ÉLVÉDŐVEL DB";"Szerszám > Ásó, kapa, lapát";https://www.online-gazda.hu/holapat-38cm-elvedovel-db_p1590;1450;https://www.online-gazda.hu/img/products//medium/HOLAPAT_38CM_ELVEDOVEL_DB.jpg;;4169;HUF;0.00;"400 g";1590;1142
"MADAL BAL";"KANNA 10 L MARMON DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/kanna-10-l-marmon-db_p1591;5600;https://www.online-gazda.hu/img/products//medium/KANNA_10_L_MARMON_DB.png;;4173;HUF;0.00;"3.00 kg";1591;4409
"Bagi Kft.";"FŰMAGKEVERÉK SPORT 10KG";"Vetőmag > Fűmag";https://www.online-gazda.hu/fumagkeverek-sport-10kg_p1592;14200;https://www.online-gazda.hu/img/products//medium/FUMAGKEVEREK_SPORT_10KG.JPG;"Alkalmas gyakori igénybevételnek kitett sportpályák, játszóterek füvesítésére. Általánosan elterjedt, rendkívül nagy népszerűségnek örvendő fűmagkeverék. A keverék összetétele:  Angol perje diploid (Lolium perenne) 50 % Nádképű csenkesz(Festuca arundinacea) 15% Vörös csenkesz (Festuca rubra) 35 %";4372;HUF;0.00;"10.300 kg";1592;11181
Bos;"TÖMLŐ  POLIX 5/4"" 25M TEKERCS";"Öntözés technika > Tömlő, Tömlő elosztó";https://www.online-gazda.hu/tomlo-polix-5-4-25m-tekercs_p1593;12950;https://www.online-gazda.hu/img/products//medium/TOMLO_POLIX_5_4_25M_TEKERCS.JPG;"Kétrétegű, lágyított PVC-ből gyártott tömlő, két réteg között polyamid keresztszál szövésével. Fekete belső, felső réteg zöld vagy bordó transzparens. UV álló. Felhasználás: kertészet, építőipar, víz szállítására. Üzemi hőmérséklet: -10 °C + 60 °C";4601;HUF;0.00;"13.00 kg";1593;10197
Biolchim;"NITROCAM 5L";"Műtrágyák > Lombtrágya";https://www.online-gazda.hu/nitrocam-5l_p1594;11200;https://www.online-gazda.hu/img/products//medium/NITROCAM_5L.JPG;"&nbsp; &nbsp; Nitrocam EK műtrágya, kalcium-nitrát alapú magnézium és molibdén tartalmú lombtrágya Lombon és gyökeren keresztül egyaránt felvehető a növény számára. Kalcium,magnézium és salétromsav &nbsp;speciális formulációja. A savas kémhatás kevezően hat a tápanyagfelvételre és fokozza a lombon keresztüli hatékony behatolást. A molibdén a klorofill szintéziséhez nélkülözhetetlen. Használata erősíti a sejtfalat,szilárdítja a szöveteket,növeli a termés méretét, és javítja a termés beltartalmi tulajdonságait. Alkalmazható lombtrágyázásra és beöntözésre valamennyi kultúrában. Lombtrágyaként 200-400ml/100L víz adagban Beöntözésként 6-12L/ha adagban&nbsp;";4553;HUF;0.00;"7.71 kg";1594;8819
"AgriMotor Kft.";"FŰNYÍRÓ FM 33 1000W DB";"Kerti permetezők, szivattyúk, fűnyírók.. > Fűnyíró";https://www.online-gazda.hu/funyiro-fm-33-1000w-db_p1595;14800;https://www.online-gazda.hu/img/products//medium/FUNYIRO_FM_33_1000W_DB.JPG;"Elektromos motor: 1000W, Vágószélesség: 30,5cm, Magasságállítás: 3 fokozat, Fűgyújtő: 28L, Ház anyaga: műanyag Kerékátmérő: 130/150, Végási magasság: 30-45-60mm";4554;HUF;0.00;"14.00 kg";1595;11654
